occupation_soc_code,occupation_name,job_role_name,industry_group,job_role_definition,bls_soc_code,employment_count,employment_count_reference_year,median_wage,median_wage_reference_year,education_most_common_level,education_data_date,acquire_scope,interpret_scope,decide_scope,act_scope,acquire_weight,interpret_weight,decide_weight,act_weight,acquire_rating,interpret_rating,decide_rating,act_rating,overall_ai_capability_rating,product_with_highest_autonomy_rating,gap_between_highest_and_capability,average_autonomy_all_products,gap_between_average_and_capability,median_autonomy_all_products,gap_between_median_and_capability,total_products,acquire_confidence,interpret_confidence,decide_confidence,act_confidence,review_flag,employment_rank,top_200_employment_occupation
25-1041.00,"Agricultural Sciences Teachers, Postsecondary","Agricultural Sciences Teachers, Postsecondary",Government & Public Sector,Teach agricultural sciences courses and support postsecondary students' learning and academic progress.,25-1041,10700,2024,98700,2025,Doctoral Degree,2019-08-01,"Gather current agricultural-science knowledge, course resources and supplies, and evidence from student work, examinations, attendance, and interactions needed to teach and support progress.","Evaluate student performance and learning needs, and assess developments in the discipline and the effectiveness of course content and instructional methods.","Set and revise course content, materials, instructional approaches, assessments, and individualized academic or career guidance based on those assessments.","Deliver agricultural-science instruction through lectures, discussions, laboratories, fieldwork, and supervision, and provide students with feedback, advising, and direct learning support.",14,18,16,52,3.1,3.0,2.7,2.0,2.446,1.84,0.606,1.593,0.854,1.7,0.746,8,2.8,2.7,2.4,3.0,False,706,False
19-4012.00,Agricultural Technicians,Agricultural Technicians,"Leisure, Hospitality, & Other","Support agricultural research and production trials by operating field and laboratory activities, collecting and testing samples, and documenting results for agricultural scientists.",19-4012,18600,2024,49630,2025,"High School Diploma - or the equivalent (for example, GED)",2024-08-01,"Set up testing equipment and materials, prepare and collect samples, conduct surveys and laboratory or field tests, and record trial observations, measurements, and environmental data.","Analyze specimens, observations, and test data to identify diseases, pests, weeds, seed performance, treatment effects, soil erosion, and other trial-relevant findings.","Select or devise trial treatment methods, environmental controls, pest-control approaches, application schedules, and operational priorities for agricultural research and production trials.","Prepare and maintain trial sites and equipment, operate agricultural machinery, cultivate trial crops and plants, implement selected treatments and controls, and report research findings to agricultural scientists.",30,20,10,40,2.4,3.0,2.2,2.1,2.38,1.9,0.48,1.36,1.02,1.2,1.18,5,2.7,2.5,2.7,2.8,False,611,False
45-2099.00,"Agricultural Workers, All Other","Agricultural Workers, All Other","Leisure, Hospitality, & Other",Perform agricultural work not classified under a more specific agricultural occupation.,45-2099,10100,2024,39850,2025,,,"Obtain the agricultural materials, equipment, site conditions, and work instructions required for the assigned work.",Assess the relevant agricultural conditions and instructions to determine task requirements.,"Select the work sequence, methods, and immediate adjustments appropriate to the assigned agricultural work.",Perform the assigned agricultural work not classified under a more specific agricultural occupation.,25,25,20,30,2.5,2.8,2.8,2.0,2.485,,,,,,,0,2.7,2.5,2.1,3.0,True,713,False
55-3011.00,Air Crew Members,Air Crew Members,Government & Public Sector,"Perform specialized in-flight operational duties that support military combat, reconnaissance, transport, and search-and-rescue missions.",,,,,,,,"Obtain and monitor mission information, aircraft and crew status, and in-flight operational inputs required to support assigned combat, reconnaissance, transport, and search-and-rescue missions.","Assess mission, aircraft, environmental, and operational information to determine conditions relevant to in-flight mission support.","Select operational priorities, responses, and adjustments within assigned in-flight duties to support mission execution.","Perform specialized in-flight operational duties that directly support military combat, reconnaissance, transport, and search-and-rescue missions.",25,25,20,30,3.6,2.8,2.0,2.0,2.6,2.0,0.6,2.0,0.6,2.0,0.6,5,3.0,2.2,2.7,2.1,False,,False
55-1011.00,Air Crew Officers,Air Crew Officers,Government & Public Sector,"Perform and direct in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions.",,,,,,,,"Obtain and monitor mission orders, aircraft status, navigation and sensor data, communications, and conditions affecting combat, reconnaissance, transport, and search-and-rescue operations.","Assess the operational meaning of mission information, threats, aircraft performance, sensor observations, and changing flight conditions.","Select mission priorities, routes, tactics, crew tasking, and responses needed to complete the assigned operation safely and effectively.","Perform and lead in-flight crew duties, operate assigned mission functions, coordinate the crew, and execute combat, reconnaissance, transport, and search-and-rescue missions.",15,20,20,45,4.0,3.0,2.1,2.0,2.52,2.0,0.52,1.75,0.77,2.0,0.52,5,2.9,2.3,2.9,3.0,False,,False
53-2021.00,Air Traffic Controllers,Air Traffic Controllers,Transportation & Warehousing,"Controls aircraft and authorized ground traffic within assigned airspace and airport movement areas to maintain safe, orderly, and efficient traffic flow.",53-2021,24100,2024,148080,2025,"High School Diploma - or the equivalent (for example, GED)",2014-07-01,"Gather flight plans, aircraft positions and movements, pilot requests and reports, weather and runway conditions, and coordination information from adjacent control units.","Assess current and projected traffic, separation, hazards, capacity, and emergencies to understand constraints and aircraft needs within the assigned control area.","Select traffic sequences, clearances, routes, altitudes, vectors, handoff timing, and emergency responses that preserve separation while minimizing operational delay.","Issue instructions, clearances, and safety advisories to pilots and ground traffic; coordinate control transfers and activate emergency or missing-aircraft responses when required.",25,25,30,20,3.5,3,2.8,3.2,3.105,2.0,1.105,1.644,1.461,1.5,1.605,9,2.9,3,2.9,2.6,False,564,False
53-1041.00,Aircraft Cargo Handling Supervisors,Aircraft Cargo Handling Supervisor,Transportation & Warehousing,"Supervise ground crews and coordinate the safe, efficient loading, unloading, securing, and staging of aircraft cargo or baggage.",53-1041,10300,2024,58170,2025,"High School Diploma - or the equivalent (for example, GED)",2016-07-01,"Assemble cargo or baggage details, compartment information, aircraft load limits, and crew-readiness inputs needed to plan safe handling.","Calculate compartment and total load weights, determine cargo quantities and orientations, and assess center-of-gravity and space-use implications.","Select the cargo distribution, placement, and handling priorities that meet balance, capacity, safety, and efficiency requirements.","Coordinate and direct ground crews to load, unload, secure, and stage cargo or baggage, including training new employees in required safety and equipment practices.",15,25,15,45,3.6,3.8,3.3,2.4,3.065,1.55,1.515,1.55,1.515,1.55,1.515,4,3.0,3.0,2.0,2.5,False,711,False
53-1041.00,Aircraft Cargo Handling Supervisors,Loadmaster,Transportation & Warehousing,Plan and oversee aircraft loading and monitor cargo in flight as a member of the flight crew.,53-1041,10300,2024,58170,2025,"High School Diploma - or the equivalent (for example, GED)",2016-07-01,"Obtain cargo quantities, weights, dimensions, orientations, compartment constraints, and in-flight cargo-condition observations needed to plan and oversee the load.",Calculate compartment loads and center of gravity and assess cargo-condition observations for their implications to aircraft balance and cargo security.,"Select the cargo distribution, orientation, staging, and loading or in-flight handling priorities that use space effectively while maintaining an acceptable load condition.","Direct ground crews in staging, loading, unloading, and securing cargo, and accompany the flight to monitor and handle cargo in flight.",20,25,15,40,3.6,3.5,3.1,2.0,2.86,1.6,1.26,1.513,1.348,1.6,1.26,4,2.6,3.0,2.0,2.9,False,711,False
55-1012.00,Aircraft Launch and Recovery Officers,Aircraft Launch and Recovery Officers,Government & Public Sector,"Plan and direct the safe operation, readiness, and maintenance of aircraft-carrier launch and recovery systems.",,,,,,,,"Assemble aircraft-launch and recovery system status, maintenance condition, readiness, environmental, and operational-safety inputs.","Assess those inputs to determine system capability, hazards, readiness deficiencies, and maintenance needs.","Set operating plans, safety priorities, readiness actions, and maintenance dispositions for launch and recovery systems.","Direct the safe operation, readiness preparation, and maintenance execution of aircraft-carrier launch and recovery systems.",20,25,20,35,3.9,2.9,2.2,2.1,2.68,,,,,,,0,2.9,2.7,2.7,2.8,False,,False
55-3012.00,Aircraft Launch and Recovery Specialists,Aircraft Launch and Recovery Specialists,Government & Public Sector,"Operate and maintain aircraft launch and recovery systems to support safe takeoffs, landings, and emergency recoveries.",,,,,,,,"Obtain aircraft movement requirements and equipment status, condition, and performance information needed for launch, landing, and emergency-recovery support.","Assess system indications, equipment condition, and operational conditions to determine readiness and identify faults or hazards.","Select system configurations, maintenance actions, and recovery responses appropriate to the operating conditions.","Operate, maintain, repair, and restore aircraft launch and recovery systems to support safe takeoffs, landings, and emergency recoveries.",20,20,15,45,3.9,3.0,2.1,2.0,2.595,1.45,1.145,1.45,1.145,1.45,1.145,3,3.0,2.7,2.6,3.0,False,,False
49-3011.00,Aircraft Mechanics and Service Technicians,Aircraft Mechanics and Service Technicians,Transportation & Warehousing,"Diagnoses, inspects, services, repairs, overhauls, and modifies aircraft engines, structures, systems, and components to maintain airworthiness.",49-3011,139400,2024,79870,2025,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",2025-08-01,"Obtain maintenance specifications and pilot reports, inspect and measure aircraft and engine conditions, and collect operational, test, and fluid-contamination evidence needed to assess airworthiness.","Diagnose faults and assess wear, damage, corrosion, leaks, alignment, and system performance against applicable maintenance requirements.","Determine the feasible maintenance method, repair limits, required corrective work, and whether completed maintenance supports return to operation.","Service, repair, overhaul, fabricate, install, align, adjust, and modify aircraft engines, structures, systems, and components; complete required maintenance records and certify conforming work.",20,15,10,55,2.8,2.6,2.6,1.8,2.2,1.45,0.75,1.2,1.0,1.35,0.85,5,2.8,2.6,2.4,2.9,False,237,False
53-6032.00,Aircraft Service Attendants,Aircraft Service Attendants,Transportation & Warehousing,"Services aircraft and supports ground turnarounds by replenishing fluids, cleaning, inspecting, loading, and assisting with aircraft movement.",53-6032,28000,2024,40450,2025,,,"Obtain turnaround requirements and movement information, inspect aircraft for visible defects or leaks, and prepare the fluids, cleaning solutions, equipment, and cargo inputs needed for service.",Assess inspection observations and operational communications to determine aircraft condition and current servicing or movement needs.,"Select the sequence and disposition of servicing, loading, and ground-movement work, including escalation of identified problems.","Service and clean aircraft, replenish or replace operating fluids, load baggage or cargo, de-ice as required, and guide or tow aircraft during ground turnarounds.",15,5,5,75,2.9,3.0,2.9,2.0,2.23,1.75,0.48,1.35,0.88,1.25,0.98,3,2.8,2.7,2.1,3.0,False,529,False
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Aircraft Structural Assembler,Manufacturing,"Assembles, fits, joins, and finishes aircraft structural components and exterior surfaces into airframe assemblies.",51-2011,33600,2024,65380,2025,"High School Diploma - or the equivalent (for example, GED)",2015-07-01,"Obtain structural parts and fasteners, establish measured reference points, and generate fit, alignment, performance, and defect evidence through measurement, inspection, and testing.","Determine required part relationships, assembly sequence, placement, alignment, and conformance from specifications, layout references, measurements, and inspection or test results.","Select necessary fitting, adjustment, rework, repair, or replacement actions to achieve required airframe fit and operation.","Fabricate, clean, prepare, position, align, join, fasten, finish, install, and correct structural components, exterior surfaces, subassemblies, and major airframe assemblies.",15,15,10,60,3.8,3.0,2.5,2.3,2.65,1.75,0.9,1.55,1.1,1.75,0.9,3,2.6,2.2,2.3,2.5,False,496,False
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Aircraft Systems and Rigging Assembler,Manufacturing,"Installs, connects, aligns, and tests aircraft mechanical systems, tubing, cables, controls, and rigging assemblies.",51-2011,33600,2024,65380,2025,"High School Diploma - or the equivalent (for example, GED)",2015-07-01,"Read specifications and obtain layout references, then measure, verify, and test parts, cable assemblies, and installed systems for the inputs needed to build and validate the assemblies.","Determine required part relationships, installation locations, sequences, tolerances, and the meaning of inspection or test results.","Select the assembly approach and any needed adjustment, rework, repair, or replacement to achieve compliant fit and operation.","Fabricate, prepare, assemble, install, connect, secure, align, rig, adjust, and finish aircraft mechanical systems, tubing, cables, controls, and related assemblies.",15,10,10,65,3.0,3.0,2.0,2.0,2.25,1.75,0.5,1.4,0.85,1.425,0.825,4,3.0,2.0,3.0,3.0,False,496,False
53-2022.00,Airfield Operations Specialists,Airfield Operations Specialists,Transportation & Warehousing,"Ensure safe, coordinated airfield and aircraft operations by managing airfield conditions, operational support, and flight-related information.",53-2022,16900,2024,56850,2025,Bachelor's Degree,2021-08-01,"Collect and maintain airfield-condition, weather, flight-plan, aircraft-status, access-control, operational-record, and aircrew-support information through inspections, monitoring, communications, and required publications.","Assess airfield, aircraft, weather, flight, security, wildlife, and support information to determine operational status, hazards, compliance, and service requirements.","Determine safety procedures, operating restrictions, coordination priorities, flight-support arrangements, and responses to changing conditions, construction, snow, wildlife, and emergencies.","Carry out and coordinate safe airfield and aircraft operations by implementing safety measures, managing airfield conditions and access, communicating operational information, supporting aircrews, and directing necessary operational responses.",25,20,20,35,2.9,2.7,2.1,2.0,2.385,1.45,0.935,1.325,1.06,1.325,1.06,6,2.9,2.7,2.9,3.0,False,628,False
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Airline Flight Instructor,Transportation & Warehousing,Train and evaluate airline pilots and pilot applicants in aircraft operations and principles of flight.,53-2011,100000,2024,232140,2025,Bachelor's Degree,2021-08-01,Observe pilots’ and applicants’ aircraft-operation performance and obtain the instructional and assessment inputs needed for training and proficiency evaluation.,"Assess observed performance against aircraft-operation and flight-principle standards to identify understanding, deficiencies, and proficiency.",Select instructional emphasis and corrective guidance and determine the appropriate proficiency disposition based on the assessment.,Deliver instruction in aircraft operations and principles of flight and communicate or document proficiency-evaluation results.,15,25,15,45,3.8,2.9,2.3,2.9,2.945,1.85,1.095,1.625,1.32,1.625,1.32,6,2.7,2.3,2.7,2.1,False,291,False
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers","Airline Pilot, Copilot, or Flight Engineer",Transportation & Warehousing,"Operate, navigate, and monitor fixed-wing aircraft to transport passengers, mail, or freight safely.",53-2011,100000,2024,232140,2025,Bachelor's Degree,2021-08-01,"Obtain flight, weather, air-traffic, dispatch, aircraft-condition, weight-and-balance, fuel, and continuing instrument and system-status information required for safe transport.","Assess flight conditions, aircraft performance, system indications, loading, and abnormal events to determine their operational significance.","Select or revise routes, altitudes, speeds, fuel and load changes, schedules, and emergency responses consistent with flight conditions and operating requirements.","Prepare and operate, navigate, and control the aircraft; coordinate and direct the flight crew and air-traffic and ground activities; and carry out normal, low-visibility, and emergency flight procedures to transport passengers, mail, or freight safely.",27,20,13,40,3.9,2.9,2.6,2.3,2.891,1.2,1.691,1.014,1.877,1.07,1.821,5,3.0,2.7,2.5,2.7,False,291,False
