release_version,occupation_soc_code,occupation_name,canonical_task_id,canonical_task_name,jurisdiction_scope,language_scope,collection_status,live_product_design_assessment_count,live_distinct_product_count,provisional_eligible_product_count,provisional_product_design_assessment_count,search_run_count,completed_source_family_count,source_families,unresolved_candidate_count,high_salience_unresolved_count,holdout_recall,cold_challenge_result,saturation_status,coverage_claim,major_limitations,next_required_work,release_mapped_product_count,release_mapped_company_count,release_product_design_assessment_count,release_numeric_design_assessment_count,release_non_numeric_design_assessment_count,release_design_pending_assessment_count,release_rated_with_ie_assessment_count,release_numeric_design_product_count,release_coded_design_product_count,release_design_coding_status,release_discovery_hit_count,release_search_run_count,release_eligible_discovery_hit_count,release_excluded_discovery_hit_count,release_duplicate_discovery_hit_count,release_unresolved_discovery_hit_count,release_pending_discovery_hit_count
working_initial_release,45-4022.00,Logging Equipment Operators,CAN-45-4022-02,"Move, stage, and load timber with logging equipment",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,2,0,15,5,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|web_query_matrix,0,0,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",2,2,2,2,0,0,0,2,2,complete_for_current_inventory,3,15,2,0,1,0,0
working_initial_release,47-2073.00,Operating Engineers and Other Construction Equipment Operators,CAN-47-2073-01,Complete site work with heavy construction equipment,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,3,0,15,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_awards|industry_ecosystem|web_query_matrix,0,0,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",3,2,3,3,0,0,0,3,3,complete_for_current_inventory,4,15,3,0,1,0,0
working_initial_release,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",CAN-47-2152-01,"Install, test, and restore piping and plumbing systems",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,6,0,15,5,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",6,5,6,6,0,0,0,6,6,complete_for_current_inventory,8,15,6,0,1,1,0
working_initial_release,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",CAN-49-2093-01,"Install, diagnose, and repair transportation electrical and electronic systems",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,2,0,16,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|research_and_evaluation_registry|web_query_matrix,2,2,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",2,2,2,2,0,0,0,2,2,complete_for_current_inventory,7,16,2,2,1,2,0
working_initial_release,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",CAN-49-9021-01,"Install, commission, maintain, and repair HVAC and refrigeration systems",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,7,0,15,5,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|web_query_matrix,2,2,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",7,6,7,7,0,0,0,7,7,complete_for_current_inventory,10,15,7,0,1,2,0
working_initial_release,49-9041.00,Industrial Machinery Mechanics,CAN-49-9041-01,Restore and sustain industrial machinery operation,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,7,0,15,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|industry_program|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",7,7,7,7,0,0,0,7,7,complete_for_current_inventory,10,15,7,1,1,1,0
working_initial_release,51-4121.00,"Welders, Cutters, Solderers, and Brazers",CAN-51-4121-01,"Join, cut, and repair conforming metal work",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,3,0,15,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|industry_program|web_query_matrix,3,3,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",3,3,3,3,0,0,0,3,3,complete_for_current_inventory,7,15,3,0,1,3,0
working_initial_release,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",CAN-51-9061-01,Inspect and determine disposition of materials and products,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,7,0,17,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|industry_program|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",7,7,7,7,0,0,0,7,7,complete_for_current_inventory,10,17,7,1,1,1,0
working_initial_release,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",CAN-53-2011-01,Command and complete airline flight operations,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,3,0,16,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|public_regulatory_and_evaluation|web_query_matrix,3,3,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",3,3,3,3,0,0,0,3,3,complete_for_current_inventory,8,16,3,1,1,3,0
working_initial_release,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",CAN-53-2011-02,Train and evaluate airline pilots,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,1,0,16,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|public_regulatory_and_evaluation|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",1,1,1,1,0,0,0,1,1,complete_for_current_inventory,3,16,1,0,1,1,0
working_initial_release,53-3052.00,"Bus Drivers, Transit and Intercity",CAN-53-3052-01,Transport and serve passengers by bus,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,6,0,16,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|public_procurement_and_deployment|web_query_matrix,3,3,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",6,6,6,6,0,0,0,6,6,complete_for_current_inventory,10,16,6,0,1,3,0
